user_name;user_id;accommodation_id;accommodation_name;accommodation_address;accommodation_city;accommodation_postal_code;accommodation_country;accommodation_type;distribution;max_guests;last_update
"Vila, Sauceda y Batista e Hijos";45;103;"Apartamento Sara ";"Plaza Celia, 5, Bajos";"As Palomino de San Pedro";55339;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":3}]}";11;"2020-05-06 22:15:33"
"Corporación Rosario";825;104;"Casa rural Pol playa";"Travesía Calero, 544, 39º D";"Vall Soliz del Mirador";79805;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2021-07-31 12:47:32"
"Centro Paz-Tamez";179;105;"Hotel Claudia ";"Ruela Margarita, 91, 9º F";"Villa Sedillo del Penedès";56787;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":1},{""beds"":1}]}";6;"2021-01-21 06:52:29"
"Vergara-Rivas e Hijos";26;106;"Apartamentos Laia resort";"Avenida Orta, 555, Ático 3º";"Miranda de las Torres";68329;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";2;"2021-11-02 08:07:25"
"Medrano y Rosario";340;107;"Villa Víctor ";"Camino Pau, 29, Bajos";"San Quiñones";15398;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";4;"2021-08-31 06:09:40"
"Campos de Gallegos";720;108;"Apartamentos Vega park";"Camiño Bernal, 9, 8º C";"Los Acevedo del Barco";07273;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";6;"2021-03-12 23:42:49"
"Grupo Arce";313;109;"Apartamentos Lidia playa";"Ronda Juan José, 867, Ático 2º";"San Simón";82491;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":2}]}";9;"2021-01-11 18:52:07"
Córdoba-Santiago;472;110;"Hotel Salma resort";"Paseo Plaza, 9, 9º C";"Los Villalba";38066;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2021-11-04 01:20:48"
"Lemus-Maldonado y Flia.";564;111;"Casa rural Ainara park";"Plaça Martos, 591, 5º 5º";"Os Cervántez Alta";47641;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2021-07-27 14:36:01"
"Asociación Carvajal y Flia.";658;112;"Apartamento Alberto park";"Avenida Rafael, 722, Entre suelo 5º";"Cotto de Lemos";00469;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2020-11-13 02:37:13"
"Viajes Carrera-Guzmán";314;113;"Hotel Paola playa";"Rúa Ander, 3, 2º E";"Vall Castellano";62114;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";5;"2020-08-16 01:32:33"
"Reyna, Peláez y Barroso e Hijos";140;114;"Hostal Antonia resort";"Plaza Adrián, 22, 35º B";"Bustamante de Ulla";25051;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":3},{""beds"":3},{""beds"":1},{""beds"":1}]}";21;"2020-01-24 08:48:56"
"Corporación Ros";446;115;"Hostal Yolanda playa";"Camiño Raúl, 83, Bajo 9º";"El Font Alta";17922;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";6;"2020-03-11 00:47:45"
"Mota de Urías SRL";401;116;"Apartamento Yeray resort";"Plaça Madera, 2, Bajo 4º";"San Puga";21951;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";5;"2021-11-05 05:36:54"
"Verdugo y Madera S. de H.";180;117;"Apartamento Mario resort";"Camino Garay, 262, Ático 9º";"Betancourt de Lemos";75918;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":3}]}";7;"2021-08-05 02:22:24"
"Bermúdez de Lozano SA";34;118;"Casa rural Amparo resort";"Plaça Santos, 9, 5º B";"Lozada del Mirador";34587;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";4;"2020-03-22 20:19:45"
"Lemus-Maldonado y Flia.";564;119;"Hostal Valeria ";"Carrer Mireles, 302, 0º A";"Andrés del Puerto";65630;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":1},{""beds"":2}]}";10;"2020-06-02 21:48:09"
"Corporación Sancho e Hijos";827;120;"Hostal Antonio park";"Camiño Fonseca, 17, 5º 9º";"La Irizarry del Puerto";58273;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";6;"2020-01-06 03:44:58"
"Arreola-Cruz SA";775;121;"Apartamentos Francisco Javier playa";"Carrer Rosa María, 586, 7º B";"El Benavídez";14529;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";7;"2020-11-24 20:47:51"
"Centro Roca SA";170;122;"Apartamentos Gabriel ";"Rúa Alcala, 291, 88º C";"Vall Blasco del Pozo";74987;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":3}]}";9;"2020-02-02 14:25:49"
"Grupo Espinal";9;123;"Hotel Rubén ";"Carrer África, 80, 49º C";"Mota del Barco";94456;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":2}]}";13;"2020-04-08 13:58:19"
"Navas y Ávalos e Hijos";156;124;"Apartamentos Ian ";"Plaza Julia, 947, Entre suelo 3º";"Pons Alta";41086;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":1}]}";5;"2021-01-16 18:43:00"
Aguado-Marrero;301;125;"Apartamento Héctor resort";"Plaza Valdés, 8, Bajos";"Roldán de la Sierra";98638;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2020-05-23 21:54:36"
"Flórez de Macias";534;126;"Apartamentos Hugo resort";"Plaza Mara, 5, 41º B";"El Nieto";21019;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";9;"2020-07-03 12:37:47"
"Global Banda";234;127;"Hostal Iván ";"Camino Centeno, 98, 69º C";"Las Villalba de Ulla";57138;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":3},{""beds"":2}]}";12;"2020-10-01 17:27:15"
"Galindo, Camarillo y Mejía e Hija";917;128;"Hostal Pedro park";"Paseo Yolanda, 975, 6º C";"Los Sánchez";40835;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":3}]}";8;"2020-08-29 16:22:18"
"Salvador de Sisneros";30;129;"Apartamentos Nahia resort";"Avenida Riojas, 299, 6º";"A Alarcón del Mirador";19613;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":2},{""beds"":3}]}";12;"2020-09-18 14:29:19"
"Mojica, Adorno y Fajardo e Hijos";999;130;"Apartamento Erik park";"Passeig Mireles, 69, Bajo 5º";"Ocasio de San Pedro";56666;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2020-10-08 23:00:53"
"Beltrán, Arredondo y Rael y Flia.";905;131;"Villa Juana resort";"Camiño Domingo, 8, 7º B";"San Ponce";02589;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";6;"2021-08-07 15:10:24"
"Collazo de Nazario";993;132;"Apartamentos Arnau playa";"Passeig Ornelas, 2, Ático 8º";"O Garibay de Ulla";29261;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":1}]}";16;"2020-03-01 09:31:57"
"Marrero de Carreón";43;133;"Apartamentos Arnau resort";"Camiño Lucas, 679, Entre suelo 8º";"Tapia del Vallès";05909;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";8;"2021-02-15 02:17:17"
"Otero y Arroyo e Hijos";805;134;"Casa rural Ainara resort";"Plaza Ainara, 4, 75º C";"San Cabello Alta";04810;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":2}]}";9;"2020-03-21 09:02:21"
"Tejeda-Feliciano e Hija";305;135;"Apartamento Irene resort";"Ruela Celia, 9, 93º D";"Los Salgado del Vallès";18794;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";4;"2020-05-20 22:28:55"
"Aparicio de Pineda";751;136;"Casa rural Úrsula park";"Avinguda Osorio, 24, 16º A";"Ibarra del Mirador";54677;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2021-01-16 01:33:26"
"Saldaña-Gurule S. de H.";540;137;"Hotel Joel park";"Avenida Borrego, 8, 2º F";"A Alemán";24668;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";9;"2020-04-14 00:08:23"
"Corporación Botello-Barajas";594;138;"Casa rural Pablo resort";"Paseo César, 6, 1º B";"El Núñez";30377;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":3}]}";8;"2020-09-15 01:04:01"
"Salgado y Tirado e Hijos";210;139;"Casa rural Leo resort";"Praza Arnau, 70, Entre suelo 4º";"A Pereira del Penedès";12475;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";7;"2020-07-07 16:53:46"
"Empresa Mateos e Hijo";59;140;"Apartamentos Guillem ";"Avenida Rosario, 5, 56º F";"As Silva del Barco";53362;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":1},{""beds"":2},{""beds"":2},{""beds"":1}]}";14;"2020-04-29 02:45:28"
"Salvador, Montaño y Sotelo e Hijo";238;141;"Hotel Gabriel playa";"Calle Lucas, 89, 7º A";"Mata del Puerto";97256;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":2}]}";6;"2020-03-22 05:00:09"
Lozada-Barroso;116;142;"Hostal Marco resort";"Ronda Ona, 16, 1º D";"La Solorzano del Puerto";62227;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":3},{""beds"":3}]}";16;"2020-01-01 22:58:33"
"Grupo Montes";203;143;"Casa rural Nahia resort";"Passeig Marina, 26, 6º F";"O Serrato";34845;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":1}]}";8;"2020-12-10 04:50:25"
Alanis-Armas;18;144;"Villa Andrés resort";"Ruela Ramón, 71, Entre suelo 9º";"La Fuentes";60920;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";4;"2021-04-02 16:54:53"
"Asociación Arenas SRL";381;145;"Hostal David resort";"Camiño Álvaro, 2, 29º A";"L' Guerrero del Mirador";13976;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2},{""beds"":3}]}";7;"2021-07-20 12:04:21"
"Roque-Cornejo e Hija";46;146;"Casa rural Mireia ";"Ruela Piñeiro, 871, 9º B";"Tovar de Lemos";01099;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2020-04-01 11:27:59"
"Gestora Nieto SA";709;147;"Villa Jimena resort";"Plaza Andrea, 97, 5º 0º";"La Huerta de San Pedro";88729;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";3;"2021-10-25 07:20:06"
"Air Uribe-Baeza";759;148;"Villa Asier playa";"Paseo Frías, 5, 79º B";"Las Cisneros";58879;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2}]}";6;"2020-02-28 13:20:07"
"Bravo, Coronado y Almonte SA";310;149;"Hostal Rodrigo ";"Ronda Esther, 295, 95º 9º";"Villa Gaytán";03161;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2}]}";4;"2020-09-16 09:15:02"
"Rosa y Sarabia e Hijos";476;150;"Apartamento Raúl playa";"Travessera Pelayo, 43, 5º C";"Villalba del Bages";83666;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":3},{""beds"":2},{""beds"":2}]}";14;"2021-05-21 20:21:59"
"Galindo y Rojas";938;151;"Hotel Marta park";"Plaça Pedro, 7, Bajo 0º";"El Sáenz";64892;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":3}]}";9;"2021-06-21 20:02:08"
"Gestora Gurule";414;152;"Casa rural María ";"Praza Rosa María, 359, 56º E";"A Godínez de Arriba";27023;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":1}]}";6;"2019-11-19 07:55:35"
Olivas-Irizarry;184;153;"Villa Cristian park";"Passeig Ángeles, 41, 0º E";"As Pabón";50869;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":1}]}";6;"2021-11-13 14:46:14"
"Zapata, Duran y Román y Asoc.";296;154;"Hotel Rosario resort";"Carrer José, 432, 42º F";"Puig Medio";04074;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2020-12-20 04:02:47"
Lozada-Barroso;116;155;"Hotel Fátima playa";"Praza Leo, 3, 4º A";"La Villagómez del Barco";55674;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";6;"2021-04-26 02:30:14"
"Córdoba y Cervantes S. de H.";284;156;"Hotel Abril park";"Paseo Burgos, 114, 0º B";"Los Villar de Arriba";96510;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":3}]}";8;"2021-08-31 09:24:42"
"Asociación Ledesma";663;157;"Apartamento Saúl park";"Ruela Hernando, 6, 44º C";"Quintana de Ulla";52317;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":1}]}";8;"2020-01-03 14:01:33"
"Quiñones y Munguía SRL";200;158;"Hostal Olivia resort";"Avenida Briseño, 8, 4º B";"El Barrios";64139;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":1}]}";8;"2020-08-13 02:46:00"
"Solorio de Vélez";854;159;"Villa Rayan resort";"Rúa Nayara, 378, Ático 2º";"O Rodrigo";84162;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":1}]}";9;"2020-04-27 00:57:01"
"Alfonso y Piñeiro e Hijo";831;160;"Apartamentos Ana playa";"Avinguda Velázquez, 1, 79º E";"Tejada del Barco";15549;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";5;"2020-12-17 17:43:34"
"Cortez y Yáñez";842;161;"Apartamentos Rafael ";"Plaça Martina, 93, Bajos";"A Soto del Vallès";53206;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":1}]}";4;"2020-08-22 21:11:02"
"Empresa Amador-Sanabria";430;162;"Villa Unai ";"Avenida Alicia, 4, 77º E";"Calvo del Vallès";95428;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":3}]}";15;"2020-09-14 16:31:43"
"Grupo Santacruz";144;163;"Hotel Eric park";"Carrer Vera, 51, 45º C";"As Castaño";91959;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":3}]}";14;"2021-01-26 00:14:21"
"Rocha y Saldaña e Hija";574;164;"Hotel Gael park";"Plaza Alejandra, 129, 0º C";"La Delatorre de la Sierra";03619;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";6;"2021-09-11 07:30:49"
"Huerta de Rubio SRL";929;165;"Apartamentos Yolanda resort";"Praza Jaime, 26, 22º 7º";"As Dueñas";89039;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":3}]}";8;"2020-06-02 12:06:54"
"Corporación Carbonell";615;166;"Casa rural Izan park";"Ruela Lucas, 194, Bajo 6º";"A Arredondo del Mirador";99239;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":3}]}";9;"2021-08-20 07:29:44"
"Salvador de Sisneros";30;167;"Casa rural Héctor ";"Travesía Samuel, 1, 70º A";"As Rivera";92389;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":1}]}";8;"2020-01-30 16:50:01"
Medrano-Alaniz;128;168;"Hotel Naiara resort";"Calle Blasco, 4, 02º C";"L' Hernández Alta";43695;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";6;"2021-01-17 19:36:03"
"Muñiz y Alcala e Hija";297;169;"Hotel Álvaro park";"Travesía Aleix, 9, 70º F";"Los Ros";44151;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":1}]}";14;"2021-08-19 22:54:37"
"Reina y Gallardo S. de H.";619;170;"Hotel Ismael playa";"Rúa Irene, 48, 00º A";"Jaramillo del Penedès";79217;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":3},{""beds"":1},{""beds"":2},{""beds"":3}]}";18;"2021-08-12 07:40:30"
"Global Ordoñez y Flia.";311;171;"Hotel María resort";"Avinguda Unai, 92, 0º D";"Pérez de Arriba";53133;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";5;"2020-08-08 12:04:47"
"Galván de De Jesús SA";804;172;"Hostal Alexia resort";"Ronda María Carmen, 811, 18º D";"La Morales";88875;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":2},{""beds"":2}]}";11;"2020-05-18 02:48:22"
Alanis-Armas;18;173;"Hostal Patricia ";"Plaza Guzmán, 383, 9º D";"O Chávez de Ulla";98815;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":3}]}";11;"2021-09-12 09:34:41"
"Lucio y Aranda";37;174;"Hostal Ainhoa ";"Paseo Berta, 85, Bajo 6º";"Los Bustos";99832;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";3;"2019-12-26 07:59:53"
"Elizondo-Alvarado e Hijos";78;175;"Apartamentos Alonso ";"Avinguda Domingo, 26, Bajo 4º";"A Arevalo";41488;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":1}]}";4;"2021-09-25 22:54:49"
"Grupo Ayala y Asoc.";421;176;"Hostal José Antonio resort";"Praza Francisco, 29, 06º 1º";"Las Román";77146;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":3}]}";11;"2020-04-12 18:59:05"
Barragán-Valero;608;177;"Hostal Bruno park";"Ronda Lira, 577, 3º D";"Matías del Vallès";51472;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";5;"2020-06-07 17:05:46"
"Zaragoza y Valdés";556;178;"Hostal Encarnación resort";"Ronda Rodrigo, 367, 77º 9º";"Casas del Puerto";01051;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2020-09-02 05:50:32"
"Quiñónez-Guzmán e Hijos";762;179;"Hostal Fernando ";"Camino Pastor, 10, 7º 4º";"Las Carrillo";97036;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":2}]}";6;"2020-01-04 23:51:44"
"Alfonso de Verdugo";873;180;"Villa David park";"Avenida Ybarra, 3, 4º 9º";"San Domínquez";50321;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":3}]}";10;"2020-04-08 19:15:50"
"Lemus y Mayorga e Hijo";578;181;"Hostal Dario ";"Rúa Ainara, 406, 58º C";"La Mesa";74443;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":1}]}";5;"2020-05-04 22:00:11"
"Centro Candelaria";934;182;"Hostal Mario resort";"Ruela Guillermo, 48, Bajo 5º";"Toro del Puerto";44505;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2021-02-08 02:30:44"
"Hernándes y Moya y Flia.";467;183;"Hotel Bruno playa";"Plaza Raúl, 8, Ático 6º";"As Lucio del Bages";27957;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":3}]}";8;"2020-03-25 17:13:06"
"Centro Olvera-Guajardo";129;184;"Villa Ángel playa";"Plaza Velázquez, 350, 1º D";"Sisneros del Vallès";37706;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":2}]}";8;"2020-09-16 11:35:43"
"Escudero de Galindo";628;185;"Apartamentos Mateo ";"Camiño Quiroz, 80, 4º E";"La Manzano";22846;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";5;"2020-05-15 18:17:35"
"Centro Lovato";730;186;"Hostal Jimena playa";"Paseo Lidia, 39, Bajo 2º";"Páez del Mirador";14108;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":2},{""beds"":3},{""beds"":2},{""beds"":2}]}";14;"2020-07-16 15:26:24"
"Almanza, Valencia y Mateos e Hijos";569;187;"Villa Hugo resort";"Avenida Abril, 70, Ático 4º";"A Puig de Lemos";59218;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":2}]}";7;"2021-01-27 07:16:48"
"Centro Manzano SA";237;188;"Apartamento Mara resort";"Praza Corral, 192, 46º 1º";"El Gálvez Baja";68033;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";4;"2020-09-02 22:06:28"
"Altamirano y Ibarra";108;189;"Casa rural Julia ";"Ronda Figueroa, 1, Bajo 5º";"La Nájera del Puerto";32948;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";4;"2020-07-07 17:19:38"
"Apodaca y Polanco e Hijos";29;190;"Apartamento Aleix resort";"Ronda Barraza, 97, 23º E";"Arredondo de Arriba";26359;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";2;"2020-11-03 01:42:42"
"Elizondo-Meléndez SRL";142;191;"Casa rural Ángel playa";"Plaça Hurtado, 200, 9º B";"Villa Lebrón de Arriba";58986;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":2}]}";6;"2021-06-24 16:25:36"
"Reynoso de Guardado";497;192;"Hostal Valentina ";"Plaza Gloria, 763, 9º A";"Delgadillo de Ulla";12047;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2020-01-01 22:16:58"
"Manzanares de Gastélum e Hijo";19;193;"Hostal Nora ";"Plaça Rosa María, 6, 5º E";"Las Rocha Medio";26062;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";2;"2021-03-29 17:45:06"
"Roldán-Zúñiga SRL";962;194;"Hotel Roberto resort";"Ruela Lucio, 3, 31º C";"Barreto de Ulla";98563;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";7;"2019-12-03 18:09:03"
"Asociación Maya-Alfonso";545;195;"Hotel Biel park";"Passeig Samaniego, 869, 37º B";"As Llorente";27155;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";4;"2021-03-13 03:18:01"
"Olivares, Chávez y Carrillo y Flia.";444;196;"Apartamentos Pilar playa";"Ronda Lucas, 79, 1º 5º";"Las Arguello";25639;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";1;"2020-02-23 05:59:56"
Villaseñor-Gutiérrez;51;197;"Apartamentos Biel park";"Avinguda Sergio, 6, 8º";"Los Urbina";91028;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2021-07-08 04:02:32"
"Asociación Esparza";125;198;"Hotel Mara park";"Avinguda Nayara, 230, 02º C";"Barroso del Penedès";06072;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":2},{""beds"":1}]}";15;"2020-03-22 01:25:25"
"Becerra-Tijerina y Asoc.";812;199;"Apartamento Izan playa";"Avenida Galindo, 1, 3º F";"La Posada";31015;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2},{""beds"":2},{""beds"":3},{""beds"":1}]}";15;"2019-12-25 17:21:35"
"Aparicio de Alaniz";577;200;"Casa rural Gonzalo resort";"Calle María Pilar, 269, 26º F";"Villa Canales";77032;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":2},{""beds"":2},{""beds"":1}]}";9;"2021-05-11 10:17:44"
"Gracia-Uribe y Flia.";877;201;"Hotel Irene ";"Travesía Silvia, 59, 3º E";"Garrido del Bages";73215;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";5;"2019-11-19 07:19:46"
"Ortíz y Ferrer";283;202;"Hotel Hugo park";"Ruela Montañez, 53, 5º C";"Vall Lozano";61419;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";4;"2020-02-10 07:39:48"
"Asociación Luis y Flia.";784;203;"Casa rural Pilar playa";"Carrer Silvia, 81, 5º 3º";"Vidal del Barco";55285;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";8;"2021-06-22 22:33:06"
Pulido-Navarro;830;204;"Apartamentos Juana playa";"Camino Orozco, 92, 39º F";"San Ozuna";89584;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2020-09-28 13:33:47"
"Verdugo de Gallegos e Hijo";886;205;"Apartamentos Sofía park";"Calle Juan, 4, 6º";"As Romo";52200;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":2},{""beds"":2},{""beds"":3}]}";11;"2021-04-19 12:37:40"
